job_id,team_id,job_type,region,energy_kwh,runtime_minutes,selected_start,selected_end,carbon_intensity,carbon_emission_kg,baseline_carbon_emission_kg,carbon_avoided_kg,carbon_reduction_pct,electricity_cost_usd,baseline_cost_usd,cost_difference_usd,cost_reduction_pct,currency,native_cost,baseline_native_cost,cost_saved_native,scheduling_delay_hours,sla_met,tariff_plan,scheduling_method,slot_utilization_pct,demand_predicted,spilled_from_preferred,ml_advisor_used
GS-JOB-000099,data-engineering,ETL,AU-SA-Large,10.65,128,2026-09-15T14:06:06.504327,2026-09-15T16:14:06.504327,42.0,0.4473,0.4473,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000100,operations,DATA_PROCESSING,AU-SA-Small,2.318,73,2026-09-15T14:06:06.571946,2026-09-15T15:19:06.571946,42.0,0.097356,0.097356,0.0,0.0,0.135603,0.135603,0.0,0.0,AUD,0.21,0.21,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000101,operations,DATA_PROCESSING,IN-TG,3.045,63,2026-09-15T17:00:00,2026-09-15T18:03:00,610.0,1.85745,1.854405,0.0,0.0,0.261261,0.319725,0.058464,18.29,INR,21.77,26.64,4.87,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000102,ml-platform,ANALYTICS,IN-GJ,4.559,58,2026-09-15T14:06:06.638085,2026-09-15T15:04:06.638085,683.0,3.113797,3.113797,0.0,0.0,0.243451,0.243451,0.0,0.0,INR,20.29,20.29,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000103,data-engineering,ETL,IN-WB,7.75,93,2026-09-15T18:00:00,2026-09-15T19:33:00,744.0,5.766,5.7195,0.0,0.0,0.41385,1.01835,0.6045,59.36,INR,34.49,84.86,50.38,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000104,finance,DATA_PROCESSING,IN-PB,0.731,26,2026-09-15T14:06:06.695012,2026-09-15T14:32:06.695012,501.0,0.366231,0.366231,0.0,0.0,0.078948,0.078948,0.0,0.0,INR,6.58,6.58,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000105,ml-platform,ML_TRAINING,US-CA,204.876,325,2026-09-15T19:00:00,2026-09-16T00:25:00,129.0,26.429004,51.423876,24.994872,48.61,23.523862,23.523862,0.0,0.0,USD,23.52,23.52,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000106,operations,DATA_PROCESSING,US-NY,2.744,59,2026-09-15T14:06:06.775708,2026-09-15T15:05:06.775708,321.0,0.880824,0.880824,0.0,0.0,0.570752,0.570752,0.0,0.0,USD,0.57,0.57,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000107,operations,REPORT_GENERATION,US-TX,8.745,159,2026-09-15T15:00:00,2026-09-15T17:39:00,245.0,2.142525,2.194995,0.05247,2.39,0.535159,0.535159,0.0,0.0,USD,0.54,0.54,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000108,finance,BACKUP,SE,17.889,160,2026-09-15T14:06:06.875711,2026-09-15T16:46:06.875711,17.0,0.304113,0.304113,0.0,0.0,0.057781,0.057781,0.0,0.0,SEK,0.61,0.61,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000109,data-engineering,ETL,AU-SA-Large,21.85,138,2026-09-15T14:06:06.907804,2026-09-15T16:24:06.907804,42.0,0.9177,0.9177,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000110,finance,REPORT_GENERATION,AU-SA-Small,6.248,85,2026-09-15T14:06:06.956284,2026-09-15T15:31:06.956284,42.0,0.262416,0.262416,0.0,0.0,0.365508,0.365508,0.0,0.0,AUD,0.56,0.56,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000111,operations,ML_TRAINING,IN-TG,157.563,256,2026-09-15T14:06:06.980291,2026-09-15T18:22:06.980291,609.0,95.955867,95.955867,0.0,0.0,16.544115,16.544115,0.0,0.0,INR,1378.68,1378.68,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000112,operations,BACKUP,IN-GJ,9.758,172,2026-09-15T17:00:00,2026-09-15T19:52:00,686.0,6.693988,6.664714,0.0,0.0,0.468384,0.521077,0.052693,10.11,INR,39.03,43.42,4.39,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000113,ml-platform,ANALYTICS,IN-WB,1.824,23,2026-09-15T14:06:07.020546,2026-09-15T14:29:07.020546,738.0,1.346112,1.346112,0.0,0.0,0.239674,0.239674,0.0,0.0,INR,19.97,19.97,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000114,analytics,ETL,IN-PB,4.032,38,2026-09-15T17:00:00,2026-09-15T17:38:00,520.0,2.09664,2.020032,0.0,0.0,0.290304,0.435456,0.145152,33.33,INR,24.19,36.29,12.1,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000115,analytics,ML_TRAINING,US-CA,85.54,282,2026-09-15T19:00:00,2026-09-15T23:42:00,129.0,11.03466,21.47054,10.43588,48.61,9.821703,9.821703,0.0,0.0,USD,9.82,9.82,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000116,ml-platform,ANALYTICS,US-NY,2.418,56,2026-09-15T14:06:07.105624,2026-09-15T15:02:07.105624,321.0,0.776178,0.776178,0.0,0.0,0.502944,0.502944,0.0,0.0,USD,0.5,0.5,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000117,finance,REPORT_GENERATION,US-TX,15.675,171,2026-09-15T15:00:00,2026-09-15T17:51:00,245.0,3.840375,3.934425,0.09405,2.39,0.959247,0.959247,0.0,0.0,USD,0.96,0.96,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000118,analytics,DATA_PROCESSING,SE,0.903,26,2026-09-15T14:06:07.164655,2026-09-15T14:32:07.164655,17.0,0.015351,0.015351,0.0,0.0,0.002917,0.002917,0.0,0.0,SEK,0.03,0.03,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000119,operations,DATA_PROCESSING,AU-SA-Large,1.825,44,2026-09-15T14:06:07.225460,2026-09-15T14:50:07.225460,42.0,0.07665,0.07665,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000120,operations,REPORT_GENERATION,AU-SA-Small,7.014,100,2026-09-15T14:06:07.244576,2026-09-15T15:46:07.244576,42.0,0.294588,0.294588,0.0,0.0,0.410319,0.410319,0.0,0.0,AUD,0.63,0.63,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000121,ml-platform,ML_TRAINING,IN-TG,106.72,400,2026-09-15T17:00:00,2026-09-15T23:40:00,610.0,65.0992,64.99248,0.0,0.0,9.156576,11.2056,2.049024,18.29,INR,763.05,933.8,170.75,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000122,operations,DATA_PROCESSING,IN-GJ,1.302,25,2026-09-15T15:00:00,2026-09-15T15:25:00,682.0,0.887964,0.889266,0.001302,0.15,0.069527,0.069527,0.0,0.0,INR,5.79,5.79,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000123,data-engineering,ETL,IN-WB,8.19,109,2026-09-15T14:06:07.371651,2026-09-15T15:55:07.371651,738.0,6.04422,6.04422,0.0,0.0,1.076166,1.076166,0.0,0.0,INR,89.68,89.68,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000124,finance,REPORT_GENERATION,IN-PB,2.552,35,2026-09-15T17:00:00,2026-09-15T17:35:00,520.0,1.32704,1.278552,0.0,0.0,0.183744,0.275616,0.091872,33.33,INR,15.31,22.97,7.66,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000125,analytics,IMAGE_PROCESSING,US-CA,35.937,178,2026-09-15T19:00:00,2026-09-15T21:58:00,129.0,4.635873,9.020187,4.384314,48.61,4.126286,4.126286,0.0,0.0,USD,4.13,4.13,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000126,operations,DATA_PROCESSING,US-NY,1.922,37,2026-09-15T14:06:07.485886,2026-09-15T14:43:07.485886,321.0,0.616962,0.616962,0.0,0.0,0.399776,0.399776,0.0,0.0,USD,0.4,0.4,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000128,operations,DATA_PROCESSING,SE,4.375,75,2026-09-15T14:06:07.528549,2026-09-15T15:21:07.528549,17.0,0.074375,0.074375,0.0,0.0,0.014131,0.014131,0.0,0.0,SEK,0.15,0.15,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000129,analytics,IMAGE_PROCESSING,AU-SA-Large,53.669,172,2026-09-15T14:06:07.546002,2026-09-15T16:58:07.546002,42.0,2.254098,2.254098,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000130,analytics,IMAGE_PROCESSING,AU-SA-Small,29.799,232,2026-09-15T14:06:07.573105,2026-09-15T17:58:07.573105,42.0,1.251558,1.251558,0.0,0.0,1.743242,1.743242,0.0,0.0,AUD,2.68,2.68,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000131,finance,REPORT_GENERATION,IN-TG,4.32,65,2026-09-15T14:06:07.596923,2026-09-15T15:11:07.596923,609.0,2.63088,2.63088,0.0,0.0,0.4536,0.4536,0.0,0.0,INR,37.8,37.8,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000132,ml-platform,ETL,IN-GJ,6.072,152,2026-09-15T17:00:00,2026-09-15T19:32:00,686.0,4.165392,4.147176,0.0,0.0,0.291456,0.324245,0.032789,10.11,INR,24.29,27.02,2.73,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000133,data-engineering,ETL,IN-WB,18.291,164,2026-09-15T18:00:00,2026-09-15T20:44:00,744.0,13.608504,13.498758,0.0,0.0,0.976739,2.403437,1.426698,59.36,INR,81.39,200.29,118.89,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000134,operations,BACKUP,IN-PB,18.144,151,2026-09-15T17:00:00,2026-09-15T19:31:00,520.0,9.43488,9.090144,0.0,0.0,1.306368,1.959552,0.653184,33.33,INR,108.86,163.3,54.43,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000135,ml-platform,ETL,US-CA,2.94,88,2026-09-15T14:06:07.724986,2026-09-15T15:34:07.724986,251.0,0.73794,0.73794,0.0,0.0,0.337571,0.337571,0.0,0.0,USD,0.34,0.34,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000136,operations,DATA_PROCESSING,US-NY,5.22,87,2026-09-15T14:06:07.755756,2026-09-15T15:33:07.755756,321.0,1.67562,1.67562,0.0,0.0,1.08576,1.08576,0.0,0.0,USD,1.09,1.09,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000137,finance,REPORT_GENERATION,US-TX,2.304,77,2026-09-15T15:00:00,2026-09-15T16:17:00,245.0,0.56448,0.578304,0.013824,2.39,0.140996,0.140996,0.0,0.0,USD,0.14,0.14,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000138,data-engineering,ANALYTICS,SE,1.344,29,2026-09-15T14:06:07.816381,2026-09-15T14:35:07.816381,17.0,0.022848,0.022848,0.0,0.0,0.004341,0.004341,0.0,0.0,SEK,0.05,0.05,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000139,data-engineering,ETL,AU-SA-Large,8.827,58,2026-09-15T14:06:07.833908,2026-09-15T15:04:07.833908,42.0,0.370734,0.370734,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000140,operations,DATA_PROCESSING,AU-SA-Small,2.938,68,2026-09-15T14:06:07.873047,2026-09-15T15:14:07.873047,42.0,0.123396,0.123396,0.0,0.0,0.171873,0.171873,0.0,0.0,AUD,0.26,0.26,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000141,data-engineering,ETL,IN-TG,11.438,80,2026-09-15T17:00:00,2026-09-15T18:20:00,610.0,6.97718,6.965742,0.0,0.0,0.98138,1.20099,0.21961,18.29,INR,81.78,100.08,18.3,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000142,operations,DATA_PROCESSING,IN-GJ,0.6,18,2026-09-15T20:00:00,2026-09-15T20:18:00,684.0,0.4104,0.4098,0.0,0.0,0.0288,0.03204,0.00324,10.11,INR,2.4,2.67,0.27,5.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000143,finance,ANALYTICS,IN-WB,1.715,21,2026-09-15T14:06:07.974235,2026-09-15T14:27:07.974235,738.0,1.26567,1.26567,0.0,0.0,0.225351,0.225351,0.0,0.0,INR,18.78,18.78,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000144,operations,BACKUP,IN-PB,22.24,167,2026-09-15T17:00:00,2026-09-15T19:47:00,520.0,11.5648,11.14224,0.0,0.0,1.60128,2.40192,0.80064,33.33,INR,133.44,200.16,66.72,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000145,operations,BACKUP,US-CA,3.7,30,2026-09-15T19:00:00,2026-09-15T19:30:00,129.0,0.4773,0.9287,0.4514,48.61,0.424834,0.424834,0.0,0.0,USD,0.42,0.42,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000146,operations,DATA_PROCESSING,US-NY,3.08,84,2026-09-15T14:06:08.082295,2026-09-15T15:30:08.082295,321.0,0.98868,0.98868,0.0,0.0,0.64064,0.64064,0.0,0.0,USD,0.64,0.64,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000147,ml-platform,IMAGE_PROCESSING,US-TX,60.762,320,2026-09-15T15:00:00,2026-09-15T20:20:00,245.0,14.88669,15.251262,0.364572,2.39,3.718391,3.718391,0.0,0.0,USD,3.72,3.72,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000148,operations,DATA_PROCESSING,SE,0.903,26,2026-09-15T14:06:08.190566,2026-09-15T14:32:08.190566,17.0,0.015351,0.015351,0.0,0.0,0.002917,0.002917,0.0,0.0,SEK,0.03,0.03,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000149,finance,ETL,AU-SA-Large,5.082,46,2026-09-15T14:06:08.224072,2026-09-15T14:52:08.224072,42.0,0.213444,0.213444,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000150,data-engineering,ETL,AU-SA-Small,5.472,43,2026-09-15T14:06:08.240733,2026-09-15T14:49:08.240733,42.0,0.229824,0.229824,0.0,0.0,0.320112,0.320112,0.0,0.0,AUD,0.49,0.49,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000151,ml-platform,ML_TRAINING,IN-TG,168.923,404,2026-09-15T17:00:00,2026-09-15T23:44:00,610.0,103.04303,102.874107,0.0,0.0,14.493593,17.736915,3.243322,18.29,INR,1207.8,1478.08,270.28,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000152,ml-platform,BACKUP,IN-GJ,8.514,119,2026-09-15T20:00:00,2026-09-15T21:59:00,684.0,5.823576,5.815062,0.0,0.0,0.408672,0.454648,0.045976,10.11,INR,34.06,37.89,3.83,5.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000153,ml-platform,ML_TRAINING,IN-WB,81.774,277,2026-09-15T18:00:00,2026-09-15T22:37:00,744.0,60.839856,60.349212,0.0,0.0,4.366732,10.745104,6.378372,59.36,INR,363.89,895.43,531.53,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000154,operations,DATA_PROCESSING,IN-PB,4.116,88,2026-09-15T17:00:00,2026-09-15T18:28:00,520.0,2.14032,2.062116,0.0,0.0,0.296352,0.444528,0.148176,33.33,INR,24.7,37.04,12.35,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000155,data-engineering,ETL,US-CA,28.122,196,2026-09-15T14:06:08.408401,2026-09-15T17:22:08.408401,251.0,7.058622,7.058622,0.0,0.0,3.228968,3.228968,0.0,0.0,USD,3.23,3.23,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000156,finance,REPORT_GENERATION,US-NY,6.29,111,2026-09-15T14:06:08.425113,2026-09-15T15:57:08.425113,321.0,2.01909,2.01909,0.0,0.0,1.30832,1.30832,0.0,0.0,USD,1.31,1.31,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000157,operations,BACKUP,US-TX,3.55,30,2026-09-15T15:00:00,2026-09-15T15:30:00,245.0,0.86975,0.89105,0.0213,2.39,0.217246,0.217246,0.0,0.0,USD,0.22,0.22,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000158,data-engineering,ETL,SE,18.63,162,2026-09-15T14:06:08.466738,2026-09-15T16:48:08.466738,17.0,0.31671,0.31671,0.0,0.0,0.060175,0.060175,0.0,0.0,SEK,0.63,0.63,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000159,analytics,ML_TRAINING,AU-SA-Large,152.845,238,2026-09-15T14:06:08.494333,2026-09-15T18:04:08.494333,42.0,6.41949,6.41949,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000160,operations,BACKUP,AU-SA-Small,16.644,175,2026-09-15T14:06:08.515932,2026-09-15T17:01:08.515932,42.0,0.699048,0.699048,0.0,0.0,0.973674,0.973674,0.0,0.0,AUD,1.5,1.5,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000161,operations,BACKUP,IN-TG,16.359,172,2026-09-15T17:00:00,2026-09-15T19:52:00,610.0,9.97899,9.962631,0.0,0.0,1.403602,1.717695,0.314093,18.29,INR,116.97,143.14,26.17,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000162,operations,IMAGE_PROCESSING,IN-GJ,47.177,148,2026-09-15T15:00:00,2026-09-15T17:28:00,682.0,32.174714,32.221891,0.047177,0.15,2.519252,2.519252,0.0,0.0,INR,209.94,209.94,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000164,analytics,ETL,IN-PB,37.044,227,2026-09-15T17:00:00,2026-09-15T20:47:00,520.0,19.26288,18.559044,0.0,0.0,2.667168,4.000752,1.333584,33.33,INR,222.26,333.4,111.13,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000165,data-engineering,BACKUP,US-CA,8.4,90,2026-09-15T19:00:00,2026-09-15T20:30:00,129.0,1.0836,2.1084,1.0248,48.61,0.964488,0.964488,0.0,0.0,USD,0.96,0.96,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000166,data-engineering,ETL,US-NY,37.8,227,2026-09-15T14:06:08.660053,2026-09-15T17:53:08.660053,321.0,12.1338,12.1338,0.0,0.0,7.8624,7.8624,0.0,0.0,USD,7.86,7.86,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000167,analytics,ML_TRAINING,US-TX,31.779,178,2026-09-15T14:06:08.679073,2026-09-15T17:04:08.679073,251.0,7.976529,7.976529,0.0,0.0,1.944748,1.944748,0.0,0.0,USD,1.94,1.94,0.0,0.0,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000168,operations,BACKUP,SE,7.452,65,2026-09-15T14:06:08.701545,2026-09-15T15:11:08.701545,17.0,0.126684,0.126684,0.0,0.0,0.02407,0.02407,0.0,0.0,SEK,0.25,0.25,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000169,data-engineering,ETL,AU-SA-Large,19.107,116,2026-09-15T14:06:08.736572,2026-09-15T16:02:08.736572,42.0,0.802494,0.802494,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000170,data-engineering,ETL,AU-SA-Small,4.096,77,2026-09-15T14:06:08.755832,2026-09-15T15:23:08.755832,42.0,0.172032,0.172032,0.0,0.0,0.239616,0.239616,0.0,0.0,AUD,0.37,0.37,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000171,data-engineering,ETL,IN-TG,10.428,79,2026-09-15T17:00:00,2026-09-15T18:19:00,610.0,6.36108,6.350652,0.0,0.0,0.894722,1.09494,0.200218,18.29,INR,74.56,91.25,16.68,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000172,analytics,DATA_PROCESSING,IN-GJ,3.5,84,2026-09-15T17:00:00,2026-09-15T18:24:00,686.0,2.401,2.3905,0.0,0.0,0.168,0.1869,0.0189,10.11,INR,14.0,15.57,1.57,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000173,finance,REPORT_GENERATION,IN-WB,3.808,41,2026-09-15T18:00:00,2026-09-15T18:41:00,744.0,2.833152,2.810304,0.0,0.0,0.203347,0.500371,0.297024,59.36,INR,16.95,41.7,24.75,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000174,operations,ETL,IN-PB,7.497,88,2026-09-15T17:00:00,2026-09-15T18:28:00,520.0,3.89844,3.755997,0.0,0.0,0.539784,0.809676,0.269892,33.33,INR,44.98,67.47,22.49,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000175,data-engineering,ETL,US-CA,4.795,82,2026-09-15T18:00:00,2026-09-15T19:22:00,130.0,0.62335,1.203545,0.580195,48.21,0.550562,0.550562,0.0,0.0,USD,0.55,0.55,0.0,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000176,operations,DATA_PROCESSING,US-NY,4.255,69,2026-09-15T14:06:08.941952,2026-09-15T15:15:08.941952,321.0,1.365855,1.365855,0.0,0.0,0.88504,0.88504,0.0,0.0,USD,0.89,0.89,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000177,finance,REPORT_GENERATION,US-TX,2.982,85,2026-09-15T15:00:00,2026-09-15T16:25:00,245.0,0.73059,0.748482,0.017892,2.39,0.182486,0.182486,0.0,0.0,USD,0.18,0.18,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000178,data-engineering,ETL,SE,7.584,95,2026-09-15T14:06:08.985285,2026-09-15T15:41:08.985285,17.0,0.128928,0.128928,0.0,0.0,0.024496,0.024496,0.0,0.0,SEK,0.26,0.26,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000180,operations,DATA_PROCESSING,AU-SA-Small,4.29,78,2026-09-15T14:06:09.041471,2026-09-15T15:24:09.041471,42.0,0.18018,0.18018,0.0,0.0,0.250965,0.250965,0.0,0.0,AUD,0.39,0.39,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000181,data-engineering,DATA_PROCESSING,IN-TG,3.38,78,2026-09-15T17:00:00,2026-09-15T18:18:00,610.0,2.0618,2.05842,0.0,0.0,0.290004,0.3549,0.064896,18.29,INR,24.17,29.57,5.41,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000182,analytics,ETL,IN-GJ,5.564,64,2026-09-15T17:00:00,2026-09-15T18:04:00,686.0,3.816904,3.800212,0.0,0.0,0.267072,0.297118,0.030046,10.11,INR,22.26,24.76,2.5,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000183,operations,BACKUP,IN-WB,6.106,85,2026-09-15T18:00:00,2026-09-15T19:25:00,744.0,4.542864,4.506228,0.0,0.0,0.32606,0.802328,0.476268,59.36,INR,27.17,66.86,39.69,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000184,ml-platform,ML_TRAINING,IN-PB,102.66,531,2026-09-15T17:00:00,2026-09-16T01:51:00,520.0,53.3832,51.43266,0.0,0.0,7.39152,11.08728,3.69576,33.33,INR,615.96,923.94,307.98,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000185,operations,DATA_PROCESSING,US-CA,0.95,30,2026-09-15T14:06:09.177953,2026-09-15T14:36:09.177953,251.0,0.23845,0.23845,0.0,0.0,0.109079,0.109079,0.0,0.0,USD,0.11,0.11,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000186,ml-platform,ML_TRAINING,US-NY,368.6,582,2026-09-15T14:06:09.223205,2026-09-15T23:48:09.223205,321.0,118.3206,118.3206,0.0,0.0,76.6688,76.6688,0.0,0.0,USD,76.67,76.67,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000187,ml-platform,ETL,US-TX,7.96,239,2026-09-15T15:00:00,2026-09-15T18:59:00,245.0,1.9502,1.99796,0.04776,2.39,0.48712,0.48712,0.0,0.0,USD,0.49,0.49,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000188,finance,REPORT_GENERATION,SE,3.956,55,2026-09-15T14:06:09.284842,2026-09-15T15:01:09.284842,17.0,0.067252,0.067252,0.0,0.0,0.012778,0.012778,0.0,0.0,SEK,0.13,0.13,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000189,analytics,ANALYTICS,AU-SA-Large,2.73,63,2026-09-15T14:06:09.302299,2026-09-15T15:09:09.302299,42.0,0.11466,0.11466,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000190,finance,ETL,AU-SA-Small,26.04,168,2026-09-15T14:06:09.327738,2026-09-15T16:54:09.327738,42.0,1.09368,1.09368,0.0,0.0,1.52334,1.52334,0.0,0.0,AUD,2.34,2.34,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000191,data-engineering,ETL,IN-TG,8.646,157,2026-09-15T17:00:00,2026-09-15T19:37:00,610.0,5.27406,5.265414,0.0,0.0,0.741827,0.90783,0.166003,18.29,INR,61.82,75.65,13.83,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000192,analytics,DATA_PROCESSING,IN-GJ,2.6,78,2026-09-15T20:00:00,2026-09-15T21:18:00,684.0,1.7784,1.7758,0.0,0.0,0.1248,0.13884,0.01404,10.11,INR,10.4,11.57,1.17,5.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000193,operations,ETL,IN-WB,19.36,211,2026-09-15T18:00:00,2026-09-15T21:31:00,744.0,14.40384,14.28768,0.0,0.0,1.033824,2.543904,1.51008,59.36,INR,86.15,211.99,125.84,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000194,operations,BACKUP,IN-PB,10.15,122,2026-09-15T17:00:00,2026-09-15T19:02:00,520.0,5.278,5.08515,0.0,0.0,0.7308,1.0962,0.3654,33.33,INR,60.9,91.35,30.45,2.9,True,ToD,single_greedy,0.0,0.0,False,False
