job_id,team_id,job_type,region,energy_kwh,runtime_minutes,selected_start,selected_end,carbon_intensity,carbon_emission_kg,baseline_carbon_emission_kg,carbon_avoided_kg,carbon_reduction_pct,electricity_cost_usd,baseline_cost_usd,cost_difference_usd,cost_reduction_pct,native_cost_inr,baseline_native_cost_inr,cost_saved_inr,scheduling_delay_hours,sla_met,tariff_plan,scheduling_method,slot_utilization_pct,demand_predicted,spilled_from_preferred,ml_advisor_used
GS-JOB-000091,ml-platform,ML_TRAINING,IN-TG,252.0,504,2026-09-08T20:00:00,2026-09-09T04:24:00,563.0,141.876,134.316,0.0,0.0,21.6216,21.6216,0.0,0.0,1801.8,1801.8,0.0,1.84,True,ToD,batch_contention_aware_ml,91.4,0.2516,True,True
GS-JOB-000092,operations,BACKUP,IN-GJ,5.304,61,2026-09-09T07:00:00,2026-09-09T08:01:00,504.0,2.673216,3.452904,0.779688,22.58,0.216403,0.254592,0.038189,15.0,18.03,21.22,3.18,12.84,True,ToD,batch_contention_aware_ml,32.9,0.2516,False,True
GS-JOB-000093,finance,BACKUP,IN-WB,7.296,115,2026-09-09T14:00:00,2026-09-09T15:55:00,742.0,5.413632,5.472,0.058368,1.07,0.958694,0.389606,-0.569088,-146.07,79.89,32.47,-47.42,19.84,True,ToD,batch_contention_aware_ml,31.4,0.9977,False,True
GS-JOB-000094,analytics,IMAGE_PROCESSING,IN-PB,24.335,94,2026-09-08T18:09:20.000345,2026-09-08T19:43:20.000345,493.0,11.997155,11.997155,0.0,0.0,1.75212,1.75212,0.0,0.0,146.01,146.01,0.0,0.0,True,ToD,batch_contention_aware_ml,58.6,0.9977,False,True
GS-JOB-000095,analytics,ETL,US-CA,25.198,176,2026-09-08T18:09:20.000345,2026-09-08T21:05:20.000345,134.0,3.376532,3.376532,0.0,0.0,2.893234,2.893234,0.0,0.0,2.89,2.89,0.0,0.0,True,ToD,batch_contention_aware_ml,85.7,0.9977,False,True
GS-JOB-000096,operations,ML_TRAINING,US-NY,225.225,429,2026-09-09T07:00:00,2026-09-09T14:09:00,316.0,71.1711,77.92785,6.75675,8.67,46.8468,46.8468,0.0,0.0,46.85,46.85,0.0,12.84,True,Demand,batch_contention_aware_ml,42.9,0.2516,False,True
GS-JOB-000097,ml-platform,ETL,US-TX,15.675,99,2026-09-08T21:00:00,2026-09-08T22:39:00,342.0,5.36085,5.3295,0.0,0.0,0.959247,0.959247,0.0,0.0,0.96,0.96,0.0,2.84,True,Flat,batch_contention_aware_ml,90.0,0.2516,True,True
GS-JOB-000098,operations,DATA_PROCESSING,SE,1.4,24,2026-09-08T18:09:20.000345,2026-09-08T18:33:20.000345,19.0,0.0266,0.0266,0.0,0.0,0.004522,0.004522,0.0,0.0,0.05,0.05,0.0,0.0,True,Demand,batch_contention_aware_ml,55.7,0.9977,False,True
GS-JOB-000099,data-engineering,ETL,AU-SA-Large,10.65,128,2026-09-08T18:09:20.000345,2026-09-08T20:17:20.000345,38.0,0.4047,0.4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Demand,batch_contention_aware_ml,97.1,0.9977,False,True
GS-JOB-000100,operations,DATA_PROCESSING,AU-SA-Small,2.318,73,2026-09-09T19:00:00,2026-09-09T20:13:00,43.0,0.099674,0.088084,0.0,0.0,0.135603,0.135603,0.0,0.0,0.21,0.21,0.0,24.84,True,ToD,batch_contention_aware_ml,11.4,0.2516,True,True
GS-JOB-000101,operations,DATA_PROCESSING,IN-TG,3.045,63,2026-09-09T08:00:00,2026-09-09T09:03:00,382.0,1.16319,1.622985,0.459795,28.33,0.261261,0.261261,0.0,0.0,21.77,21.77,0.0,13.84,True,ToD,batch_contention_aware_ml,27.1,0.2516,False,True
GS-JOB-000102,ml-platform,ANALYTICS,IN-GJ,4.559,58,2026-09-08T18:09:20.000345,2026-09-08T19:07:20.000345,651.0,2.967909,2.967909,0.0,0.0,0.218832,0.218832,0.0,0.0,18.24,18.24,0.0,0.0,True,ToD,batch_contention_aware_ml,14.3,0.9977,False,True
GS-JOB-000103,data-engineering,ETL,IN-WB,7.75,93,2026-09-09T14:00:00,2026-09-09T15:33:00,742.0,5.7505,5.8125,0.062,1.07,1.01835,0.41385,-0.6045,-146.07,84.86,34.49,-50.38,19.84,True,ToD,batch_contention_aware_ml,5.7,0.9977,False,True
GS-JOB-000104,finance,DATA_PROCESSING,IN-PB,0.731,26,2026-09-08T18:09:20.000345,2026-09-08T18:35:20.000345,493.0,0.360383,0.360383,0.0,0.0,0.052632,0.052632,0.0,0.0,4.39,4.39,0.0,0.0,True,ToD,batch_contention_aware_ml,100.0,0.9977,False,True
GS-JOB-000105,ml-platform,ML_TRAINING,US-CA,204.876,325,2026-09-08T22:00:00,2026-09-09T03:25:00,209.0,42.819084,27.453384,0.0,0.0,29.147709,23.523862,-5.623846,-23.91,29.15,23.52,-5.62,3.84,True,ToD,batch_contention_aware_ml,94.3,0.2516,True,True
GS-JOB-000106,operations,DATA_PROCESSING,US-NY,2.744,59,2026-09-09T07:00:00,2026-09-09T07:59:00,316.0,0.867104,0.949424,0.08232,8.67,0.570752,0.570752,0.0,0.0,0.57,0.57,0.0,12.84,True,Demand,batch_contention_aware_ml,28.6,0.2516,False,True
GS-JOB-000107,operations,REPORT_GENERATION,US-TX,8.745,159,2026-09-09T14:00:00,2026-09-09T16:39:00,295.0,2.579775,2.9733,0.393525,13.24,0.535159,0.535159,0.0,0.0,0.54,0.54,0.0,19.84,True,Flat,batch_contention_aware_ml,2.9,0.9977,False,True
GS-JOB-000108,finance,BACKUP,SE,17.889,160,2026-09-08T23:00:00,2026-09-09T01:40:00,15.0,0.268335,0.339891,0.071556,21.05,0.057781,0.057781,0.0,0.0,0.61,0.61,0.0,4.84,True,Demand,batch_contention_aware_ml,100.0,0.2516,True,True
GS-JOB-000109,data-engineering,ETL,AU-SA-Large,21.85,138,2026-09-08T23:00:00,2026-09-09T01:18:00,44.0,0.9614,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,True,Demand,batch_contention_aware_ml,68.6,0.2516,True,True
GS-JOB-000110,finance,REPORT_GENERATION,AU-SA-Small,6.248,85,2026-09-09T19:00:00,2026-09-09T20:25:00,43.0,0.268664,0.237424,0.0,0.0,0.365508,0.365508,0.0,0.0,0.56,0.56,0.0,24.84,True,ToD,batch_contention_aware_ml,8.6,0.2516,True,True
GS-JOB-000111,operations,ML_TRAINING,IN-TG,157.563,256,2026-09-08T18:09:20.000345,2026-09-08T22:25:20.000345,533.0,83.981079,83.981079,0.0,0.0,13.518905,13.518905,0.0,0.0,1126.58,1126.58,0.0,0.0,True,ToD,batch_contention_aware_ml,75.7,0.9977,False,True
GS-JOB-000112,operations,BACKUP,IN-GJ,9.758,172,2026-09-08T19:00:00,2026-09-08T21:52:00,678.0,6.615924,6.352458,0.0,0.0,0.468384,0.468384,0.0,0.0,39.03,39.03,0.0,0.84,True,ToD,batch_contention_aware_ml,88.6,0.2516,True,True
GS-JOB-000113,ml-platform,ANALYTICS,IN-WB,1.824,23,2026-09-08T18:09:20.000345,2026-09-08T18:32:20.000345,750.0,1.368,1.368,0.0,0.0,0.097402,0.097402,0.0,0.0,8.12,8.12,0.0,0.0,True,ToD,batch_contention_aware_ml,98.6,0.9977,True,True
GS-JOB-000114,analytics,ETL,IN-PB,4.032,38,2026-09-09T03:00:00,2026-09-09T03:38:00,389.0,1.568448,1.987776,0.419328,21.1,0.338688,0.290304,-0.048384,-16.67,28.22,24.19,-4.03,8.84,True,ToD,batch_contention_aware_ml,17.1,0.2516,False,True
GS-JOB-000115,analytics,ML_TRAINING,US-CA,85.54,282,2026-09-09T19:00:00,2026-09-09T23:42:00,178.0,15.22612,11.46236,0.0,0.0,9.821703,9.821703,0.0,0.0,9.82,9.82,0.0,24.84,True,ToD,batch_contention_aware_ml,11.4,0.2516,True,True
GS-JOB-000116,ml-platform,ANALYTICS,US-NY,2.418,56,2026-09-08T18:09:20.000345,2026-09-08T19:05:20.000345,346.0,0.836628,0.836628,0.0,0.0,0.502944,0.502944,0.0,0.0,0.5,0.5,0.0,0.0,True,Demand,batch_contention_aware_ml,20.0,0.9977,False,True
GS-JOB-000117,finance,REPORT_GENERATION,US-TX,15.675,171,2026-09-08T21:00:00,2026-09-08T23:51:00,342.0,5.36085,5.3295,0.0,0.0,0.959247,0.959247,0.0,0.0,0.96,0.96,0.0,2.84,True,Flat,batch_contention_aware_ml,94.3,0.2516,True,True
GS-JOB-000118,analytics,DATA_PROCESSING,SE,0.903,26,2026-09-08T18:09:20.000345,2026-09-08T18:35:20.000345,19.0,0.017157,0.017157,0.0,0.0,0.002917,0.002917,0.0,0.0,0.03,0.03,0.0,0.0,True,Demand,batch_contention_aware_ml,65.7,0.9977,False,True
GS-JOB-000119,operations,DATA_PROCESSING,AU-SA-Large,1.825,44,2026-09-09T18:00:00,2026-09-09T18:44:00,43.0,0.078475,0.06935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84,True,Demand,batch_contention_aware_ml,28.6,0.9977,True,True
GS-JOB-000120,operations,REPORT_GENERATION,AU-SA-Small,7.014,100,2026-09-08T18:09:20.000345,2026-09-08T19:49:20.000345,38.0,0.266532,0.266532,0.0,0.0,0.410319,0.410319,0.0,0.0,0.63,0.63,0.0,0.0,True,ToD,batch_contention_aware_ml,95.7,0.9977,False,True
GS-JOB-000121,ml-platform,ML_TRAINING,IN-TG,106.72,400,2026-09-09T08:00:00,2026-09-09T14:40:00,382.0,40.76704,56.88176,16.11472,28.33,9.156576,9.156576,0.0,0.0,763.05,763.05,0.0,13.84,True,ToD,batch_contention_aware_ml,44.3,0.2516,False,True
GS-JOB-000122,operations,DATA_PROCESSING,IN-GJ,1.302,25,2026-09-08T18:09:20.000345,2026-09-08T18:34:20.000345,651.0,0.847602,0.847602,0.0,0.0,0.062496,0.062496,0.0,0.0,5.21,5.21,0.0,0.0,True,ToD,batch_contention_aware_ml,100.0,0.9977,True,True
GS-JOB-000123,data-engineering,ETL,IN-WB,8.19,109,2026-09-08T18:09:20.000345,2026-09-08T19:58:20.000345,750.0,6.1425,6.1425,0.0,0.0,0.437346,0.437346,0.0,0.0,36.45,36.45,0.0,0.0,True,ToD,batch_contention_aware_ml,98.6,0.9977,False,True
GS-JOB-000124,finance,REPORT_GENERATION,IN-PB,2.552,35,2026-09-09T00:00:00,2026-09-09T00:35:00,508.0,1.296416,1.258136,0.0,0.0,0.183744,0.183744,0.0,0.0,15.31,15.31,0.0,5.84,True,ToD,batch_contention_aware_ml,25.7,0.2516,True,True
GS-JOB-000125,analytics,IMAGE_PROCESSING,US-CA,35.937,178,2026-09-09T19:00:00,2026-09-09T21:58:00,178.0,6.396786,4.815558,0.0,0.0,4.126286,4.126286,0.0,0.0,4.13,4.13,0.0,24.84,True,ToD,batch_contention_aware_ml,35.7,0.2516,True,True
GS-JOB-000126,operations,DATA_PROCESSING,US-NY,1.922,37,2026-09-09T07:00:00,2026-09-09T07:37:00,316.0,0.607352,0.665012,0.05766,8.67,0.399776,0.399776,0.0,0.0,0.4,0.4,0.0,12.84,True,Demand,batch_contention_aware_ml,51.4,0.2516,False,True
GS-JOB-000127,finance,REPORT_GENERATION,US-TX,9.044,143,2026-09-08T18:09:20.000345,2026-09-08T20:32:20.000345,340.0,3.07496,3.07496,0.0,0.0,0.553457,0.553457,0.0,0.0,0.55,0.55,0.0,0.0,False,Flat,batch_contention_aware_ml,20.0,0.9977,False,True
GS-JOB-000128,operations,DATA_PROCESSING,SE,4.375,75,2026-09-08T22:00:00,2026-09-08T23:15:00,15.0,0.065625,0.083125,0.0175,21.05,0.014131,0.014131,0.0,0.0,0.15,0.15,0.0,3.84,True,Demand,batch_contention_aware_ml,64.3,0.2516,False,True
GS-JOB-000129,analytics,IMAGE_PROCESSING,AU-SA-Large,53.669,172,2026-09-08T18:09:20.000345,2026-09-08T21:01:20.000345,38.0,2.039422,2.039422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Demand,batch_contention_aware_ml,11.4,0.9977,False,True
GS-JOB-000130,analytics,IMAGE_PROCESSING,AU-SA-Small,29.799,232,2026-09-08T23:00:00,2026-09-09T02:52:00,44.0,1.311156,1.132362,0.0,0.0,1.743242,1.743242,0.0,0.0,2.68,2.68,0.0,4.84,True,ToD,batch_contention_aware_ml,71.4,0.2516,True,True
GS-JOB-000131,finance,REPORT_GENERATION,IN-TG,4.32,65,2026-09-08T18:09:20.000345,2026-09-08T19:14:20.000345,533.0,2.30256,2.30256,0.0,0.0,0.370656,0.370656,0.0,0.0,30.89,30.89,0.0,0.0,True,ToD,batch_contention_aware_ml,97.1,0.9977,False,True
GS-JOB-000132,ml-platform,ETL,IN-GJ,6.072,152,2026-09-08T20:00:00,2026-09-08T22:32:00,681.0,4.135032,3.952872,0.0,0.0,0.291456,0.291456,0.0,0.0,24.29,24.29,0.0,1.84,True,ToD,batch_contention_aware_ml,74.3,0.2516,True,True
GS-JOB-000133,data-engineering,ETL,IN-WB,18.291,164,2026-09-09T14:00:00,2026-09-09T16:44:00,742.0,13.571922,13.71825,0.146328,1.07,2.403437,0.976739,-1.426698,-146.07,200.29,81.39,-118.89,19.84,True,ToD,batch_contention_aware_ml,28.6,0.9977,False,True
GS-JOB-000134,operations,BACKUP,IN-PB,18.144,151,2026-09-08T20:00:00,2026-09-08T22:31:00,518.0,9.398592,8.944992,0.0,0.0,1.306368,1.306368,0.0,0.0,108.86,108.86,0.0,1.84,True,ToD,batch_contention_aware_ml,90.0,0.2516,True,True
GS-JOB-000135,ml-platform,ETL,US-CA,2.94,88,2026-09-08T18:09:20.000345,2026-09-08T19:37:20.000345,134.0,0.39396,0.39396,0.0,0.0,0.337571,0.337571,0.0,0.0,0.34,0.34,0.0,0.0,True,ToD,batch_contention_aware_ml,42.9,0.9977,False,True
GS-JOB-000136,operations,DATA_PROCESSING,US-NY,5.22,87,2026-09-09T07:00:00,2026-09-09T08:27:00,316.0,1.64952,1.80612,0.1566,8.67,1.08576,1.08576,0.0,0.0,1.09,1.09,0.0,12.84,True,Demand,batch_contention_aware_ml,10.0,0.2516,False,True
GS-JOB-000137,finance,REPORT_GENERATION,US-TX,2.304,77,2026-09-08T21:00:00,2026-09-08T22:17:00,342.0,0.787968,0.78336,0.0,0.0,0.140996,0.140996,0.0,0.0,0.14,0.14,0.0,2.84,True,Flat,batch_contention_aware_ml,98.6,0.2516,True,True
GS-JOB-000138,data-engineering,ANALYTICS,SE,1.344,29,2026-09-08T18:09:20.000345,2026-09-08T18:38:20.000345,19.0,0.025536,0.025536,0.0,0.0,0.004341,0.004341,0.0,0.0,0.05,0.05,0.0,0.0,True,Demand,batch_contention_aware_ml,52.9,0.9977,False,True
GS-JOB-000139,data-engineering,ETL,AU-SA-Large,8.827,58,2026-09-08T18:09:20.000345,2026-09-08T19:07:20.000345,38.0,0.335426,0.335426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Demand,batch_contention_aware_ml,34.3,0.9977,False,True
GS-JOB-000140,operations,DATA_PROCESSING,AU-SA-Small,2.938,68,2026-09-09T19:00:00,2026-09-09T20:08:00,43.0,0.126334,0.111644,0.0,0.0,0.171873,0.171873,0.0,0.0,0.26,0.26,0.0,24.84,True,ToD,batch_contention_aware_ml,2.9,0.2516,True,True
GS-JOB-000141,data-engineering,ETL,IN-TG,11.438,80,2026-09-08T20:00:00,2026-09-08T21:20:00,563.0,6.439594,6.096454,0.0,0.0,0.98138,0.98138,0.0,0.0,81.78,81.78,0.0,1.84,True,ToD,batch_contention_aware_ml,78.6,0.2516,True,True
GS-JOB-000142,operations,DATA_PROCESSING,IN-GJ,0.6,18,2026-09-09T07:00:00,2026-09-09T07:18:00,504.0,0.3024,0.3906,0.0882,22.58,0.02448,0.0288,0.00432,15.0,2.04,2.4,0.36,12.84,True,ToD,batch_contention_aware_ml,30.0,0.2516,False,True
GS-JOB-000143,finance,ANALYTICS,IN-WB,1.715,21,2026-09-08T18:09:20.000345,2026-09-08T18:30:20.000345,750.0,1.28625,1.28625,0.0,0.0,0.091581,0.091581,0.0,0.0,7.63,7.63,0.0,0.0,True,ToD,batch_contention_aware_ml,98.6,0.9977,True,True
GS-JOB-000144,operations,BACKUP,IN-PB,22.24,167,2026-09-09T08:00:00,2026-09-09T10:47:00,329.0,7.31696,10.96432,3.64736,33.27,1.86816,1.60128,-0.26688,-16.67,155.68,133.44,-22.24,13.84,True,ToD,batch_contention_aware_ml,21.4,0.2516,False,True
GS-JOB-000145,operations,BACKUP,US-CA,3.7,30,2026-09-09T19:00:00,2026-09-09T19:30:00,178.0,0.6586,0.4958,0.0,0.0,0.424834,0.424834,0.0,0.0,0.42,0.42,0.0,24.84,True,ToD,batch_contention_aware_ml,24.3,0.2516,True,True
GS-JOB-000146,operations,DATA_PROCESSING,US-NY,3.08,84,2026-09-09T05:00:00,2026-09-09T06:24:00,325.0,1.001,1.06568,0.06468,6.07,0.64064,0.64064,0.0,0.0,0.64,0.64,0.0,10.84,True,Demand,batch_contention_aware_ml,5.7,0.2516,False,True
GS-JOB-000147,ml-platform,IMAGE_PROCESSING,US-TX,60.762,320,2026-09-09T14:00:00,2026-09-09T19:20:00,295.0,17.92479,20.65908,2.73429,13.24,3.718391,3.718391,0.0,0.0,3.72,3.72,0.0,19.84,True,Flat,batch_contention_aware_ml,8.6,0.9977,False,True
GS-JOB-000148,operations,DATA_PROCESSING,SE,0.903,26,2026-09-09T01:00:00,2026-09-09T01:26:00,15.0,0.013545,0.017157,0.003612,21.05,0.002917,0.002917,0.0,0.0,0.03,0.03,0.0,6.84,True,Demand,batch_contention_aware_ml,30.0,0.2516,True,True
GS-JOB-000149,finance,ETL,AU-SA-Large,5.082,46,2026-09-08T23:00:00,2026-09-08T23:46:00,44.0,0.223608,0.193116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,True,Demand,batch_contention_aware_ml,74.3,0.2516,True,True
GS-JOB-000150,data-engineering,ETL,AU-SA-Small,5.472,43,2026-09-08T18:09:20.000345,2026-09-08T18:52:20.000345,38.0,0.207936,0.207936,0.0,0.0,0.320112,0.320112,0.0,0.0,0.49,0.49,0.0,0.0,True,ToD,batch_contention_aware_ml,42.9,0.9977,False,True
GS-JOB-000151,ml-platform,ML_TRAINING,IN-TG,168.923,404,2026-09-09T05:00:00,2026-09-09T11:44:00,392.0,66.217816,90.035959,23.818143,26.45,14.493593,14.493593,0.0,0.0,1207.8,1207.8,0.0,10.84,True,ToD,batch_contention_aware_ml,17.1,0.2516,False,True
GS-JOB-000152,ml-platform,BACKUP,IN-GJ,8.514,119,2026-09-09T04:00:00,2026-09-09T05:59:00,541.0,4.606074,5.542614,0.93654,16.9,0.454648,0.408672,-0.045976,-11.25,37.89,34.06,-3.83,9.84,True,ToD,batch_contention_aware_ml,11.4,0.2516,False,True
GS-JOB-000153,ml-platform,ML_TRAINING,IN-WB,81.774,277,2026-09-09T14:00:00,2026-09-09T18:37:00,742.0,60.676308,61.3305,0.654192,1.07,10.745104,4.366732,-6.378372,-146.07,895.43,363.89,-531.53,19.84,True,ToD,batch_contention_aware_ml,20.0,0.9977,False,True
GS-JOB-000154,operations,DATA_PROCESSING,IN-PB,4.116,88,2026-09-08T20:00:00,2026-09-08T21:28:00,518.0,2.132088,2.029188,0.0,0.0,0.296352,0.296352,0.0,0.0,24.7,24.7,0.0,1.84,True,ToD,batch_contention_aware_ml,97.1,0.2516,True,True
GS-JOB-000155,data-engineering,ETL,US-CA,28.122,196,2026-09-08T18:09:20.000345,2026-09-08T21:25:20.000345,134.0,3.768348,3.768348,0.0,0.0,3.228968,3.228968,0.0,0.0,3.23,3.23,0.0,0.0,True,ToD,batch_contention_aware_ml,31.4,0.9977,False,True
GS-JOB-000156,finance,REPORT_GENERATION,US-NY,6.29,111,2026-09-08T18:09:20.000345,2026-09-08T20:00:20.000345,346.0,2.17634,2.17634,0.0,0.0,1.30832,1.30832,0.0,0.0,1.31,1.31,0.0,0.0,True,Demand,batch_contention_aware_ml,18.6,0.9977,False,True
GS-JOB-000157,operations,BACKUP,US-TX,3.55,30,2026-09-08T19:00:00,2026-09-08T19:30:00,327.0,1.16085,1.207,0.04615,3.82,0.217246,0.217246,0.0,0.0,0.22,0.22,0.0,0.84,True,Flat,batch_contention_aware_ml,45.7,0.2516,False,True
GS-JOB-000158,data-engineering,ETL,SE,18.63,162,2026-09-08T22:00:00,2026-09-09T00:42:00,15.0,0.27945,0.35397,0.07452,21.05,0.060175,0.060175,0.0,0.0,0.63,0.63,0.0,3.84,True,Demand,batch_contention_aware_ml,37.1,0.2516,False,True
GS-JOB-000159,analytics,ML_TRAINING,AU-SA-Large,152.845,238,2026-09-08T22:00:00,2026-09-09T01:58:00,45.0,6.878025,5.80811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,True,Demand,batch_contention_aware_ml,22.9,0.2516,True,True
GS-JOB-000160,operations,BACKUP,AU-SA-Small,16.644,175,2026-09-08T18:09:20.000345,2026-09-08T21:04:20.000345,38.0,0.632472,0.632472,0.0,0.0,0.973674,0.973674,0.0,0.0,1.5,1.5,0.0,0.0,True,ToD,batch_contention_aware_ml,81.4,0.9977,False,True
GS-JOB-000161,operations,BACKUP,IN-TG,16.359,172,2026-09-08T18:09:20.000345,2026-09-08T21:01:20.000345,533.0,8.719347,8.719347,0.0,0.0,1.403602,1.403602,0.0,0.0,116.97,116.97,0.0,0.0,True,ToD,batch_contention_aware_ml,100.0,0.9977,False,True
GS-JOB-000162,operations,IMAGE_PROCESSING,IN-GJ,47.177,148,2026-09-08T18:09:20.000345,2026-09-08T20:37:20.000345,651.0,30.712227,30.712227,0.0,0.0,2.264496,2.264496,0.0,0.0,188.71,188.71,0.0,0.0,True,ToD,batch_contention_aware_ml,72.9,0.9977,False,True
GS-JOB-000163,finance,ETL,IN-WB,13.144,149,2026-09-08T18:09:20.000345,2026-09-08T20:38:20.000345,750.0,9.858,9.858,0.0,0.0,0.70189,0.70189,0.0,0.0,58.49,58.49,0.0,0.0,False,ToD,batch_contention_aware_ml,2.9,0.9977,False,True
GS-JOB-000164,analytics,ETL,IN-PB,37.044,227,2026-09-08T18:09:20.000345,2026-09-08T21:56:20.000345,493.0,18.262692,18.262692,0.0,0.0,2.667168,2.667168,0.0,0.0,222.26,222.26,0.0,0.0,True,ToD,batch_contention_aware_ml,47.1,0.9977,False,True
GS-JOB-000165,data-engineering,BACKUP,US-CA,8.4,90,2026-09-08T22:00:00,2026-09-08T23:30:00,209.0,1.7556,1.1256,0.0,0.0,1.195068,0.964488,-0.23058,-23.91,1.2,0.96,-0.23,3.84,True,ToD,batch_contention_aware_ml,100.0,0.2516,True,True
GS-JOB-000166,data-engineering,ETL,US-NY,37.8,227,2026-09-08T18:09:20.000345,2026-09-08T21:56:20.000345,346.0,13.0788,13.0788,0.0,0.0,7.8624,7.8624,0.0,0.0,7.86,7.86,0.0,0.0,True,Demand,batch_contention_aware_ml,80.0,0.9977,False,True
GS-JOB-000167,analytics,ML_TRAINING,US-TX,31.779,178,2026-09-08T18:09:20.000345,2026-09-08T21:07:20.000345,340.0,10.80486,10.80486,0.0,0.0,1.944748,1.944748,0.0,0.0,1.94,1.94,0.0,0.0,True,Flat,batch_contention_aware_ml,17.1,0.9977,False,True
GS-JOB-000168,operations,BACKUP,SE,7.452,65,2026-09-08T19:00:00,2026-09-08T20:05:00,17.0,0.126684,0.141588,0.014904,10.53,0.02407,0.02407,0.0,0.0,0.25,0.25,0.0,0.84,True,Demand,batch_contention_aware_ml,30.0,0.2516,False,True
GS-JOB-000169,data-engineering,ETL,AU-SA-Large,19.107,116,2026-09-08T23:00:00,2026-09-09T00:56:00,44.0,0.840708,0.726066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,True,Demand,batch_contention_aware_ml,51.4,0.2516,True,True
GS-JOB-000170,data-engineering,ETL,AU-SA-Small,4.096,77,2026-09-08T18:09:20.000345,2026-09-08T19:26:20.000345,38.0,0.155648,0.155648,0.0,0.0,0.239616,0.239616,0.0,0.0,0.37,0.37,0.0,0.0,True,ToD,batch_contention_aware_ml,100.0,0.9977,True,True
GS-JOB-000171,data-engineering,ETL,IN-TG,10.428,79,2026-09-09T02:00:00,2026-09-09T03:19:00,501.0,5.224428,5.558124,0.333696,6.0,0.95729,0.894722,-0.062568,-6.99,79.77,74.56,-5.21,7.84,True,ToD,batch_contention_aware_ml,5.7,0.2516,False,True
GS-JOB-000172,analytics,DATA_PROCESSING,IN-GJ,3.5,84,2026-09-08T18:09:20.000345,2026-09-08T19:33:20.000345,651.0,2.2785,2.2785,0.0,0.0,0.168,0.168,0.0,0.0,14.0,14.0,0.0,0.0,True,ToD,batch_contention_aware_ml,45.7,0.9977,False,True
GS-JOB-000173,finance,REPORT_GENERATION,IN-WB,3.808,41,2026-09-09T14:00:00,2026-09-09T14:41:00,742.0,2.825536,2.856,0.030464,1.07,0.500371,0.203347,-0.297024,-146.07,41.7,16.95,-24.75,19.84,True,ToD,batch_contention_aware_ml,64.3,0.9977,False,True
GS-JOB-000174,operations,ETL,IN-PB,7.497,88,2026-09-09T08:00:00,2026-09-09T09:28:00,329.0,2.466513,3.696021,1.229508,33.27,0.629748,0.539784,-0.089964,-16.67,52.48,44.98,-7.5,13.84,True,ToD,batch_contention_aware_ml,12.9,0.2516,False,True
GS-JOB-000175,data-engineering,ETL,US-CA,4.795,82,2026-09-08T21:00:00,2026-09-08T22:22:00,187.0,0.896665,0.64253,0.0,0.0,0.682185,0.550562,-0.131623,-23.91,0.68,0.55,-0.13,2.84,True,ToD,batch_contention_aware_ml,87.1,0.2516,True,True
GS-JOB-000176,operations,DATA_PROCESSING,US-NY,4.255,69,2026-09-08T18:09:20.000345,2026-09-08T19:18:20.000345,346.0,1.47223,1.47223,0.0,0.0,0.88504,0.88504,0.0,0.0,0.89,0.89,0.0,0.0,True,Demand,batch_contention_aware_ml,74.3,0.9977,False,True
GS-JOB-000177,finance,REPORT_GENERATION,US-TX,2.982,85,2026-09-08T19:00:00,2026-09-08T20:25:00,327.0,0.975114,1.01388,0.038766,3.82,0.182486,0.182486,0.0,0.0,0.18,0.18,0.0,0.84,True,Flat,batch_contention_aware_ml,67.1,0.2516,False,True
GS-JOB-000178,data-engineering,ETL,SE,7.584,95,2026-09-08T19:00:00,2026-09-08T20:35:00,17.0,0.128928,0.144096,0.015168,10.53,0.024496,0.024496,0.0,0.0,0.26,0.26,0.0,0.84,True,Demand,batch_contention_aware_ml,55.7,0.2516,False,True
GS-JOB-000179,data-engineering,ETL,AU-SA-Large,21.105,189,2026-09-08T18:09:20.000345,2026-09-08T21:18:20.000345,38.0,0.80199,0.80199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Demand,batch_contention_aware_ml,48.6,0.9977,False,True
GS-JOB-000180,operations,DATA_PROCESSING,AU-SA-Small,4.29,78,2026-09-08T23:00:00,2026-09-09T00:18:00,44.0,0.18876,0.16302,0.0,0.0,0.250965,0.250965,0.0,0.0,0.39,0.39,0.0,4.84,True,ToD,batch_contention_aware_ml,100.0,0.2516,True,True
GS-JOB-000181,data-engineering,DATA_PROCESSING,IN-TG,3.38,78,2026-09-08T20:00:00,2026-09-08T21:18:00,563.0,1.90294,1.80154,0.0,0.0,0.290004,0.290004,0.0,0.0,24.17,24.17,0.0,1.84,True,ToD,batch_contention_aware_ml,80.0,0.2516,True,True
